Star					Grp	SpType		 Vmag	e_Vmag	 V-J	 e_V-J	Dist	e_Dist	 VMAG	e_VMAG	  _RA		  _DE
2MASS J00144767-6003477	TH	M4V      	14.076	 0.020	 4.368	 0.029	41.687	 2.084	10.976	 0.218	003.69867	-60.06325
2MASS J03454058-7509121	TH	M4V        	15.190	 0.100	 4.368	 0.103	55.000	 3.000	11.488	 0.257	056.41912	-75.15339
2MASS J02572682-6341293	TH	M4V      	14.534	 0.010	 4.370	 0.025	63.096	 3.155	10.534	 0.217	044.36175	-63.69147
2MASS J02224418-6022476	TH	MV4        	13.365	 0.010	 4.375	 0.023	32.000	 2.000	10.839	 0.272	035.68396	-60.37989
2MASS J23124644-5049240	TH	M4V      	13.495	 0.010	 4.378	 0.024	45.709	 2.285	10.195	 0.217	348.19354	-50.82333
2MASS J21083826-4244540	TH	M5V      	14.520	 0.100	 4.385	 0.103	43.652	 2.183	11.320	 0.239	317.15942	-42.74833
2MASS J23170011-7432095	TH	M4V      	14.789	 0.010	 4.387	 0.026	39.811	 1.991	11.789	 0.217	349.25046	-74.53597
2MASS J01024375-6235344	TH	M3V      	14.035	 0.030	 4.393	 0.038	45.709	 2.285	10.735	 0.219	015.68225	-62.59292
2MASS J01134031-5939346	TH	M4V      	14.359	 0.070	 4.406	 0.074	43.652	 2.183	11.159	 0.228	018.41796	-59.65961
2MASS J04133609-4413325	TH	M4V      	15.183	 0.050	 4.414	 0.055	60.256	 3.013	11.283	 0.223	063.40042	-44.22569
2MASS J21504048-5113380	TH	M4V      	14.767	 0.010	 4.425	 0.024	47.863	 2.393	11.367	 0.217	327.66867	-51.22722
2MASS J01351393-0712517	TH	M4V      	13.426	 0.040	 4.462	 0.045	43.652	 2.183	10.226	 0.221	023.80800	-07.21431
2MASS J22223966-6303258	TH	M4V      	14.645	 0.020	 4.462	 0.031	45.709	 2.285	11.345	 0.218	335.66525	-63.05717
2MASS J02505959-3409050	TH	M4V      	14.948	 0.020	 4.469	 0.033	47.863	 2.393	11.548	 0.218	042.74833	-34.15142
2MASS J23131671-4933154	TH	M4V      	14.238	 0.030	 4.475	 0.037	41.687	 2.084	11.138	 0.219	348.31962	-49.55431
2MASS J20291446-5456116	TH	M5V      	15.750	 0.100	 4.525	 0.103	43.652	 2.183	12.550	 0.239	307.31025	-54.93656
2MASS J21380269-5744583	TH	M4V      	15.430	 0.010	 4.556	 0.028	45.709	 2.285	12.130	 0.217	324.51121	-57.74953
2MASS J00273330-6157169	TH	M4V      	14.924	 0.010	 4.597	 0.028	43.652	 2.183	11.724	 0.217	006.88875	-61.95469
2MASS J20143542-5430588	TH	M4V      	14.970	 0.100	 4.598	 0.103	28.840	 1.442	12.670	 0.239	303.64758	-54.51636
2MASS J01375879-5645447	TH	M4V      	14.989	 0.010	 4.601	 0.025	45.709	 2.285	11.689	 0.217	024.49496	-56.76242
2MASS J01211297-6117281	TH	M4V      	15.930	 0.100	 4.622	 0.103	52.481	 2.624	12.330	 0.239	020.30404	-61.29114
2MASS J02242453-7033211	TH	M4V      	14.999	 0.010	 4.625	 0.023	43.652	 2.183	11.799	 0.217	036.10287	-70.55589
2MASS J02001992-6614017	TH	M4V      	15.381	 0.010	 4.640	 0.026	50.119	 2.506	11.881	 0.217	030.08367	-66.23389
2MASS J03114544-4719501	TH	M3V      	15.082	 0.010	 4.645	 0.025	43.562	 2.183	11.882	 0.217	047.93933	-47.33061
2MASS J01253196-6646023	TH	M4V      	15.595	 0.010	 4.649	 0.026	47.863	 2.393	12.195	 0.217	021.38317	-66.76731
2MASS J01283025-4921094	TH	M4V      	15.214	 0.030	 4.653	 0.038	41.687	 2.084	12.114	 0.219	022.12604	-49.35261
2MASS J03291649-3702502	TH	M4V      	15.318	 0.030	 4.669	 0.040	41.687	 2.084	12.218	 0.219	052.31904	-37.04728
2MASS J23382851-6749025	TH	M4V      	15.579	 0.010	 4.670	 0.029	52.481	 2.624	11.979	 0.217	354.61879	-67.81736
2MASS J20423672-5425263	TH	M4V      	15.421	 0.010	 4.673	 0.025	47.863	 2.393	12.021	 0.217	310.65300	-54.42397
2MASS J23291752-6749598	TH	M4V      	15.466	 0.030	 4.673	 0.039	47.863	 2.393	12.066	 0.219	352.32300	-67.83328
2MASS J22244102-7724036	TH	M4V      	16.101	 0.010	 4.684	 0.025	52.481	 2.624	12.501	 0.217	336.17092	-77.40100
2MASS J02045317-5346162	TH	M4V      	15.141	 0.020	 4.703	 0.031	43.652	 2.183	11.941	 0.218	031.22158	-53.77119
2MASS J01275875-6032243	TH	M4V      	15.784	 0.010	 4.705	 0.025	47.863	 2.393	12.384	 0.217	021.99529	-60.54014
2MASS J01160045-6747311	TH	M4V      	16.506	 0.100	 4.730	 0.103	66.069	 3.303	12.406	 0.239	019.00187	-67.79197
2MASS J21275054-6841033	TH	M4V      	15.156	 0.010	 4.732	 0.022	52.481	 2.624	11.556	 0.217	321.96058	-68.68425
2MASS J02321934-5746117	TH	M4V      	15.851	 0.040	 4.752	 0.048	47.863	 2.393	12.451	 0.221	038.08100	-57.76997
2MASS J01233280-4113110	TH	M4V      	15.552	 0.010	 4.756	 0.029	38.019	 1.901	12.652	 0.217	020.88667	-41.21972
2MASS J03083950-3844363	TH	M5V      	16.011	 0.010	 4.762	 0.025	57.544	 2.877	12.211	 0.217	047.16479	-38.74342
2MASS J02341866-5128462	TH	M5V      	15.396	 0.050	 4.770	 0.055	41.687	 2.084	12.296	 0.223	038.57775	-51.47950
2MASS J04475779-5035200	TH	M4V      	15.640	 0.040	 4.772	 0.047	60.256	 3.013	11.740	 0.221	071.99079	-50.58889
2MASS J02523550-7831183	TH	M5V      	16.450	 0.100	 4.780	 0.103	60.256	 3.013	12.550	 0.239	043.14792	-78.52175
2MASS J03104941-3616471	TH	M4V      	15.440	 0.100	 4.811	 0.103	43.652	 2.183	12.240	 0.239	047.70592	-36.27975
2MASS J23273447-8512364	TH	M4V      	15.674	 0.010	 4.824	 0.024	54.954	 2.748	11.974	 0.217	351.89362	-85.21011
2MASS J02420204-5359147	TH	M5V      	15.690	 0.100	 4.857	 0.102	41.687	 2.084	12.590	 0.239	040.50858	-53.98742
2MASS J21490499-6413039	TH	M5V      	15.216	 0.010	 4.863	 0.026	45.709	 2.285	11.916	 0.217	327.27079	-64.21775
2MASS J02420404-5359000	TH	M5V      	15.038	 0.020	 4.928	 0.030	41.687	 2.084	11.938	 0.218	040.51687	-53.98336
2MASS J00425349-6117384	TH	M4V      	16.220	 0.100	 4.931	 0.102	43.652	 2.183	13.020	 0.239	010.72287	-61.29400
2MASS J00235732-5531435	TH	M4V      	16.100	 0.100	 4.988	 0.103	41.687	 2.084	13.000	 0.239	005.98883	-55.52875
2MASS J03512287-5154582	TH	M4V      	15.609	 0.020	 5.001	 0.030	50.119	 2.506	12.109	 0.218	057.84562	-51.91614
2MASS J02553178-5702522	TH	M5V      	16.108	 0.010	 5.034	 0.023	45.709	 2.285	12.808	 0.217	043.88279	-57.04786
2MASS J03561624-3915219	TH	M4V      	15.544	 0.090	 5.084	 0.092	52.481	 2.624	11.944	 0.235	059.06796	-39.25606
2MASS J23424333-6224564	TH	M5V      	16.420	 0.100	 5.122	 0.103	45.709	 2.285	13.120	 0.239	355.68054	-62.41567
2MASS J03093877-3014352	TH	M5V      	16.702	 0.010	 5.126	 0.026	43.652	 2.183	13.502	 0.217	047.41154	-30.24311
2MASS J02294869-6906044	TH	M5V      	17.080	 0.100	 5.148	 0.103	45.709	 2.285	13.780	 0.239	037.45287	-69.10122
2MASS J02180960-6657524	TH	M5V      	15.970	 0.010	 5.151	 0.024	41.687	 2.084	12.870	 0.217	034.54000	-66.96456
2MASS J02383255-7528065	TH	M4V      	16.850	 0.100	 5.180	 0.103	52.481	 2.624	13.250	 0.239	039.63562	-75.46847
2MASS J03050556-5317182	TH	M5V      	16.343	 0.010	 5.208	 0.025	43.652	 2.183	13.143	 0.217	046.27354	-53.28844
2MASS J01033563-5515561	TH	M5V      	15.399	 0.050	 5.237	 0.055	41.687	 2.084	12.299	 0.223	015.89854	-55.26561
2MASS J22444835-6650032	TH	M5V      	16.300	 0.100	 5.270	 0.103	45.709	 2.285	13.000	 0.239	341.20146	-66.83422
2MASS J23524562-5229593	TH	M5V      	16.850	 0.100	 5.276	 0.103	43.652	 2.183	13.650	 0.239	358.19008	-52.49981
2MASS J23130558-6127077	TH	M5V      	16.250	 0.100	 5.318	 0.102	47.863	 2.393	12.850	 0.239	348.27325	-61.45214
2MASS J02591904-5122341	TH	M5V      	17.010	 0.100	 5.325	 0.102	47.863	 2.393	13.610	 0.239	044.82933	-51.37614
2MASS J00394063-6224125	TH	M5V      	16.570	 0.100	 5.337	 0.103	41.687	 2.084	13.470	 0.239	009.91929	-62.40347
2MASS J02294569-5541496	TH	M5V      	16.447	 0.010	 5.344	 0.025	45.709	 2.285	13.146	 0.217	037.44037	-55.69711
2MASS J00514081-5913320	TH	M5V      	16.670	 0.100	 5.393	 0.102	41.687	 2.084	13.570	 0.239	012.92004	-59.22556
2MASS J01180670-6258591	TH	M5V      	16.940	 0.100	 5.410	 0.103	39.811	 1.991	13.940	 0.239	019.52792	-62.98308
2MASS J21354554-4218343	TH	M5V      	17.180	 0.035	 5.498	 0.041	57.544	 2.877	13.380	 0.220	323.93975	-42.30956
2MASS J01344601-5707564	TH	M5V      	17.640	 0.100	 5.567	 0.103	63.096	 3.155	13.640	 0.239	023.69171	-57.13233
2MASS J01372781-4558261	TH	M5V      	16.790	 0.100	 5.684	 0.103	38.019	 1.901	13.890	 0.239	024.36587	-45.97392
2MASS J02153328-5627175	TH	M6V      	17.630	 0.100	 5.702	 0.103	41.687	 2.084	14.530	 0.239	033.88867	-56.45489
2MASS J02192210-3925225	TH	M5V      	17.150	 0.100	 5.769	 0.103	36.308	 1.815	14.350	 0.239	034.84212	-39.42292
2MASS J00284683-6751446	TH	M5V      	17.266	 0.180	 5.867	 0.182	45.709	 2.285	13.966	 0.282	007.19512	-67.86239
2MASS J01504543-5716488	TH	M5V      	18.180	 0.100	 6.019	 0.103	43.652	 2.183	14.980	 0.239	027.68929	-57.28022
TWA 11A                	TW	A0V        	 5.773	 0.009	-0.011	 0.021	72.780	 1.748	 1.463	 0.105	189.00429	-39.86950
TWA 21                 	TW	K3IVe      	 9.831	 0.033	 1.961	 0.040	50.505	 3.571	 6.315	 0.309	153.31158	-52.51500
TWA 4A                 	TW	K5V        	 9.442	 0.061	 2.399	 0.057	44.903	 4.658	 6.181	 0.455	170.52204	-24.77772
TWA 9A                 	TW	K7IVe      	11.143	 0.030	 2.459	 0.045	70.000	 3.800	 6.918	 0.238	177.10092	-37.48031
TWA 4B                 	TW	K5V        	 9.946	 0.061	 2.729	 0.057	44.903	 4.658	 6.685	 0.455	170.52204	-24.77753
TWA 6                  	TW	M0Ve       	11.620	 0.010	 2.751	 0.035	59.300	 2.800	 7.755	 0.205	154.61958	-31.83414
TWA 1                  	TW	K8IVe      	11.070	 0.010	 2.853	 0.026	53.706	 6.172	 7.420	 0.499	165.46629	-34.70472
TWA 13A                	TW	M1Ve       	11.460	 0.010	 3.029	 0.044	55.617	 2.846	 7.734	 0.222	170.32175	-34.77931
2MASS J10252092-4241539	TW	M1V        	12.729	 0.040	 3.229	 0.050	72.600	 3.400	 8.424	 0.207	156.33717	-42.69831
TWA 25                 	TW	K9IV    	11.440	 0.010	 3.274	 0.035	54.113	 3.631	 7.774	 0.292	183.87800	-39.81183
2MASS J10260210-4105537	TW	M3V      	12.553	 0.060	 3.377	 0.063	72.700	 3.600	 8.245	 0.223	156.50879	-41.09825
TWA 2                  	TW	M3IVe    	11.070	 0.010	 3.441	 0.032	43.600	 1.800	 7.873	 0.180	167.30750	-30.02775
TWA 13B                	TW	M1Ve       	11.960	 0.010	 3.531	 0.038	59.701	 2.638	 8.080	 0.192	170.32271	-34.78050
TWA 16                 	TW	M2IVe      	12.580	 0.020	 3.586	 0.033	78.370	 3.071	 8.109	 0.171	188.73458	-45.63544
TWA 5AB                	TW	M2Ve       	11.390	 0.040	 3.721	 0.048	50.075	 1.755	 7.892	 0.157	172.98025	-34.60758
TWA 20                 	TW	M3IVe      	13.171	 0.030	 3.840	 0.042	77.340	 3.649	 8.729	 0.207	187.90862	-45.98317
TWA 12                 	TW	M2IVe      	12.850	 0.100	 3.851	 0.106	64.935	 7.168	 8.788	 0.490	170.27292	-38.75453
TWA 7                  	TW	M3IVe      	11.650	 0.010	 3.858	 0.023	34.483	 2.497	 8.962	 0.315	160.62546	-33.67117
TWA 8A                 	TW	M3IVe      	12.265	 0.020	 3.928	 0.031	46.992	 2.230	 8.905	 0.207	173.17187	-26.86553
TWA 10                 	TW	M2Ve       	13.061	 0.050	 3.939	 0.055	61.728	 3.810	 9.109	 0.272	188.76771	-41.61072
TWA 9B                 	TW	M4V      	14.000	 0.100	 4.019	 0.029	70.000	 3.800	 9.775	 0.236	177.09887	-37.48014
TWA 23                 	TW	M1V        	12.638	 0.040	 4.020	 0.049	53.908	 1.395	 8.980	 0.119	181.86408	-32.78342
TWA 11B                	TW	M3V      	13.300	 0.100	 4.148	 0.103	72.780	 1.748	 8.990	 0.144	189.00229	-39.87103
TWA 3                  	TW	M4IVe      	12.053	 0.010	 4.402	 0.021	36.300	 1.500	 9.253	 0.180	167.61621	-37.53111
2MASS J10120908-3124451	TW	M4Ve     	13.460	 0.030	 4.612	 0.035	53.937	 5.062	 9.801	 0.409	153.03787	-31.41258
TWA 11C                	TW	M5V      	14.427	 0.040	 4.637	 0.048	68.966	 2.378	10.234	 0.155	188.95392	-39.84014
TWA 30A                	TW	M5V        	14.410	 0.100	 4.769	 0.103	55.556	 6.790	10.686	 0.540	173.07629	-30.33106
TWA 33                 	TW	M5V      	15.065	 0.010	 5.080	 0.023	52.632	 3.324	11.459	 0.274	174.89096	-30.66675
TWA 8B                 	TW	M5V      	15.220	 0.070	 5.383	 0.074	46.992	 2.230	11.860	 0.218	173.17150	-26.86917
TWA 34                 	TW	M5V      	16.560	 0.100	 5.607	 0.104	49.800	 2.700	13.074	 0.256	157.19087	-28.51042
32 Ori                 	32	B5V        	 4.199	 0.007	-0.307	 0.021	92.851	 5.866	-0.640	 0.274	082.69604	+05.94814
HR 1807                	32	A0Vn       	 6.407	 0.008	 0.013	 0.027	92.166	 4.173	 1.584	 0.197	081.66179	+06.86867
HD 35714               	32	A3V        	 7.031	 0.011	 0.253	 0.027	91.158	 3.809	 2.232	 0.182	081.74996	+07.17028
HD 35499               	32	F4V        	 8.656	 0.016	 0.867	 0.029	91.855	 2.423	 3.840	 0.116	081.31067	+04.19672
HD 36338               	32	F4V      	 8.520	 0.012	 0.906	 0.023	91.855	 2.423	 3.704	 0.115	082.81542	+05.66289
HD 35695               	32	F9V        	 9.272	 0.026	 1.212	 0.035	91.855	 2.423	 4.456	 0.117	081.71679	+06.47297
HD 245567              	32	G5V        	 9.541	 0.032	 1.436	 0.040	91.855	 2.423	 4.726	 0.119	084.32679	+13.58125
HD 245059              	32	G7V        	 9.960	 0.042	 1.938	 0.046	91.855	 2.423	 5.145	 0.122	083.64546	+10.11844
TYC 112-917-1          	32	K4V        	11.660	 0.030	 2.336	 0.038	91.855	 2.423	 6.844	 0.118	080.00121	+06.21767
TYC 112-1486-1         	32	K3V        	11.869	 0.020	 2.624	 0.033	91.855	 2.423	 7.053	 0.116	080.13262	+06.26986
2MASS J05234246+0651581	32	K5V      	12.813	 0.010	 2.945	 0.028	91.855	 2.423	 7.997	 0.115	080.92692	+06.86617
V1874 Ori              	32	K5V      	13.218	 0.030	 3.167	 0.036	91.855	 2.423	 8.402	 0.118	082.32917	+12.15822
2MASS J05253253+0625336	32	M3V        	14.507	 0.030	 3.847	 0.038	91.855	 2.423	 9.691	 0.118	081.38554	+06.42600
2MASS J05194398+0535021	32	M3V        	15.126	 0.060	 4.229	 0.064	91.855	 2.423	10.310	 0.129	079.93325	+05.58392
